code,title,observed,n_studies,estimate,posterior_std
51-9193.00,Cooling and Freezing Equipment Operators and Tenders,,,0.2498,1.0108
51-9194.00,Etchers and Engravers,,,0.2611,1.0077
51-9195.00,Molders; Shapers; and Casters; Except Metal and Plastic,,,0.2543,1.0153
51-9195.03,Stone Cutters and Carvers; Manufacturing,,,0.2544,1.0149
51-9195.04,Glass Blowers; Molders; Benders; and Finishers,,,0.2545,1.0239
51-9195.05,Potters; Manufacturing,,,0.2631,1.0143
51-9196.00,Paper Goods Machine Setters; Operators; and Tenders,,,0.2544,1.0137
51-9197.00,Tire Builders,,,0.2537,1.0122
51-9198.00,Helpers--Production Workers,,,0.2544,1.0152
53-1041.00,Aircraft Cargo Handling Supervisors,,,0.247,1.0039
53-1042.00,First-Line Supervisors of Helpers; Laborers; and Material Movers; Hand,,,0.2541,1.0024
53-1042.01,Recycling Coordinators,,,0.2488,1.0069
53-1043.00,First-Line Supervisors of Material-Moving Machine and Vehicle Operators,,,0.2665,1.0019
53-2011.00,Airline Pilots; Copilots; and Flight Engineers,,,0.2446,1.0135
53-2012.00,Commercial Pilots,,,0.2414,1.0127
53-2021.00,Air Traffic Controllers,,,0.2229,1.0027
53-2022.00,Airfield Operations Specialists,,,0.2416,1.0046
53-2031.00,Flight Attendants,,,0.2527,1.011
53-3011.00,Ambulance Drivers and Attendants; Except Emergency Medical Technicians,,,0.2511,1.0069
53-3031.00,Driver/Sales Workers,,,0.2545,1.0152
53-3032.00,Heavy and Tractor-Trailer Truck Drivers,,,0.255,1.0141
53-3033.00,Light Truck Drivers,,,0.252,1.0122
53-3051.00,Bus Drivers; School,,,0.2495,1.0123
53-3052.00,Bus Drivers; Transit and Intercity,,,0.2497,1.033
53-3053.00,Shuttle Drivers and Chauffeurs,,,0.2491,1.0119
53-4011.00,Locomotive Engineers,,,0.2515,1.0166
53-4013.00,Rail Yard Engineers; Dinkey Operators; and Hostlers,,,0.2518,1.0076
53-4022.00,Railroad Brake; Signal; and Switch Operators and Locomotive Firers,,,0.2528,1.0058
53-4031.00,Railroad Conductors and Yardmasters,,,0.2549,1.0071
53-4041.00,Subway and Streetcar Operators,,,0.2535,1.0171
53-5011.00,Sailors and Marine Oilers,,,0.25,1.0083
53-5021.00,Captains; Mates; and Pilots of Water Vessels,,,0.2482,1.0243
53-5022.00,Motorboat Operators,,,0.2508,1.0613
53-5031.00,Ship Engineers,,,0.2494,1.0278
53-6011.00,Bridge and Lock Tenders,,,0.2484,1.0139
53-6021.00,Parking Attendants,,,0.2491,1.0045
53-6031.00,Automotive and Watercraft Service Attendants,,,0.2526,1.0071
53-6041.00,Traffic Technicians,,,0.2399,1.0011
53-6051.00,Transportation Inspectors,,,0.2474,1.0026
53-6051.01,Aviation Inspectors,,,0.2412,1.0071
53-6051.07,Transportation Vehicle; Equipment and Systems Inspectors; Except Aviation,,,0.2491,1.0092
53-6061.00,Passenger Attendants,,,0.2531,1.0071
53-7011.00,Conveyor Operators and Tenders,,,0.2526,1.0081
53-7021.00,Crane and Tower Operators,,,0.2524,1.0125
53-7031.00,Dredge Operators,,,0.2536,1.0125
53-7041.00,Hoist and Winch Operators,,,0.2514,1.0118
53-7051.00,Industrial Truck and Tractor Operators,,,0.2519,1.0103
53-7061.00,Cleaners of Vehicles and Equipment,,,0.2512,1.0083
53-7062.00,Laborers and Freight; Stock; and Material Movers; Hand,,,0.2543,1.0142
53-7062.04,Recycling and Reclamation Workers,,,0.2509,1.0078
53-7063.00,Machine Feeders and Offbearers,,,0.2543,1.0148
53-7064.00,Packers and Packagers; Hand,,,0.253,1.0115
53-7065.00,Stockers and Order Fillers,,,0.2543,1.0098
53-7071.00,Gas Compressor and Gas Pumping Station Operators,,,0.2496,1.0154
53-7072.00,Pump Operators; Except Wellhead Pumpers,,,0.2456,1.0089
53-7073.00,Wellhead Pumpers,,,0.2431,1.0061
53-7081.00,Refuse and Recyclable Material Collectors,,,0.2514,1.0527
53-7121.00,Tank Car; Truck; and Ship Loaders,,,0.2479,1.0087
